address,price,details,Price,Bedrooms,Bathrooms,Latitude,Longitude
"3500 Brimley Rd #20, Toronto, ON M1V 5K6","C$799,000",4 bds2 ba- Condo for sale,799000,4,2,43.8263465,-79.2875072
"84 Morningview Trl, Toronto, ON M1B 5B1","C$1,098,800",5 bds4 ba- House for sale,1098800,5,4,43.8148702,-79.2014655
"15 Yorkview Dr, Toronto, ON M2N 2R9","C$3,388,800",5 bds6 ba- House for sale,3388800,5,6,43.77498569999999,-79.4275973
"3420 Eglinton Ave #505, Toronto, ON M1J 2H9","C$495,000",3 bds2 ba- Condo for sale,495000,3,2,43.7454751,-79.2122462
"15 Aldershot Cres, Toronto, ON M2P 1L7","C$2,099,000",3 bds2 ba- House for sale,2099000,3,2,43.7539505,-79.40310579999999
"274 Havelock St, Toronto, ON M6H 3B9","C$1,498,000",6 bds3 ba- House for sale,1498000,6,3,43.6601126,-79.4324997
"19 Duxbury Dr, Toronto, ON M1V 5H1","C$998,000",6 bds4 ba- House for sale,998000,6,4,43.82432319999999,-79.2952291
"10 Glenroy Ave, Toronto, ON M8Y 2M1","C$2,298,000",3 bds4 ba- House for sale,2298000,3,4,43.6435862,-79.5044343
"7 Cornelius Pkwy, Toronto, ON M6L 2K2","C$1,299,900",4 bds2 ba- House for sale,1299900,4,2,43.7138718,-79.4786692
"32 Gardiner Rd, Toronto, ON M5P 3B5","C$3,100,000",4 bds4 ba- House for sale,3100000,4,4,43.701614,-79.4199466
"154 Winston Park Blvd, Toronto, ON M3K 1C5","C$749,000",3 bds2 ba- House for sale,749000,3,2,43.72715160000001,-79.47133099999999
"4 Conland Ave, Toronto, ON M6A 2R9","C$2,088,888","4 bds4 ba2,480 sqft- House for sale",2088888,4,4,43.71691,-79.4532528
"38 Dan Leckie Way #707, Toronto, ON M5V 2V6","C$849,900",2 bds2 ba899 sqft- Condo for sale,849900,2,2,43.6374607,-79.39792589999999
"50 Ordnance St #1984, Toronto, ON M6K 0C9","C$549,800",1 bd1 ba551 sqft- New construction,549800,1,1,43.6396558,-79.40990540000001
"141 Coxwell Ave, Toronto, ON M4L 3B4","C$1,100,000","3 bds2 ba1,550 sqft- House for sale",1100000,3,2,43.670365,-79.3179816
"24 Noble St #108, Toronto, ON M6K 2C8","C$689,000",1 bd1 ba725 sqft- Condo for sale,689000,1,1,43.6428905,-79.4305289
"382 Brooke Ave, Toronto, ON M5M 2L6","C$2,000,000","4 bds2 ba1,400 sqft- House for sale",2000000,4,2,43.73114899999999,-79.430016
